0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
Idx,Period H1,FMA H1,SLMA H1,550MA H1,DeltaC H1,Macd H1,Plot2 H1,Plot3 H1,Plot4 H1,Idx,Period M15,FMA M15,SLMA M15,550MA M15,DeltaC M15,Macd M15,Plot2 M15,Plot3 M15,Plot4 M15,Idx,Period M5,FMA M5,SLMA M5,550MA M5,DeltaC M5,Macd M5,Plot2 M5,Plot3 M5,Plot4 M5,Idx,Period M1,FMA M1,SLMA M1,550MA M1,DeltaC M1,Macd M1,Plot2 M1,Plot3 M1,Plot4 M1,SNIPER H1,SNIPER M15,SNIPER M5,SNIPER M1,RCNT HIGHEST H1,RCNT LOWEST H1,RCNT HIGHEST M15,RCNT LOWEST M15,RCNT HIGHEST M5,RCNT LOWEST M5,RCNT HIGHEST M1,RCNT LOWEST M1
337,2024.07.24 22:00:00,1.08519,1.08593,1.08508,Negative,-0.0003327,-0.0013075,-0.0006148,-0.0007691,337,2024.08.08 11:30:00,1.09344,1.09317,1.08729,Positive,0.0002596,0.0003949,0.0001578,0.0002130,337,2024.08.12 19:50:00,1.09264,1.09260,1.09206,Negative,-0.0001180,0.0001288,0.0001072,0.0001475,337,2024.08.13 18:22:00,1.09545,1.09546,1.09344,Negative,-0.0000502,0.0000854,0.0001798,0.0002658,0,99,0,0,0,0,0,0,0,0,0,0
338,2024.07.24 21:00:00,1.08528,1.08601,1.08509,Negative,-0.0002614,-0.0012894,-0.0005996,-0.0007480,338,2024.08.08 11:15:00,1.09342,1.09314,1.08728,Positive,0.0002706,0.0003888,0.0001525,0.0002060,338,2024.08.12 19:45:00,1.09267,1.09262,1.09206,Positive,-0.0000926,0.0001442,0.0001118,0.0001535,338,2024.08.13 18:21:00,1.09546,1.09546,1.09344,Negative,-0.0000513,0.0000900,0.0001831,0.0002701,0,99,0,0,0,0,0,0,0,0,0,0
339,2024.07.24 20:00:00,1.08532,1.08605,1.08509,Negative,-0.0002552,-0.0012923,-0.0005910,-0.0007354,339,2024.08.08 11:00:00,1.09338,1.09311,1.08727,Positive,0.0002818,0.0003820,0.0001470,0.0001987,339,2024.08.12 19:40:00,1.09270,1.09263,1.09206,Positive,-0.0000710,0.0001573,0.0001156,0.0001583,339,2024.08.13 18:20:00,1.09547,1.09547,1.09343,Negative,-0.0000459,0.0000966,0.0001869,0.0002752,0,99,1,0,0,0,0,0,0,0,0,0
340,2024.07.24 19:00:00,1.08533,1.08609,1.08509,Negative,-0.0002925,-0.0013070,-0.0005859,-0.0007273,340,2024.08.08 10:45:00,1.09332,1.09307,1.08726,Positive,0.0002410,0.0003605,0.0001370,0.0001856,340,2024.08.12 19:35:00,1.09273,1.09265,1.09206,Positive,-0.0000343,0.0001734,0.0001202,0.0001641,340,2024.08.13 18:19:00,1.09548,1.09548,1.09343,Negative,-0.0000445,0.0001019,0.0001903,0.0002798,0,99,3,0,0,0,0,0,0,0,0,0
341,2024.07.24 18:00:00,1.08533,1.08612,1.08509,Negative,-0.0003531,-0.0013258,-0.0005817,-0.0007204,341,2024.08.08 10:30:00,1.09329,1.09305,1.08725,Positive,0.0002271,0.0003482,0.0001300,0.0001763,341,2024.08.12 19:30:00,1.09275,1.09265,1.09206,Positive,-0.0000093,0.0001845,0.0001230,0.0001677,341,2024.08.13 18:18:00,1.09549,1.09548,1.09343,Negative,-0.0000379,0.0001085,0.0001941,0.0002848,0,99,6,0,0,0,0,0,0,0,0,0
342,2024.07.24 17:00:00,1.08531,1.08613,1.08508,Negative,-0.0004345,-0.0013470,-0.0005779,-0.0007140,342,2024.08.08 10:15:00,1.09327,1.09302,1.08723,Positive,0.0002520,0.0003469,0.0001264,0.0001716,342,2024.08.12 19:25:00,1.09276,1.09265,1.09206,Positive,0.0000074,0.0001920,0.0001246,0.0001697,342,2024.08.13 18:17:00,1.09550,1.09549,1.09342,Negative,-0.0000331,0.0001145,0.0001977,0.0002895,0,99,12,0,0,0,0,0,0,0,0,0
343,2024.07.24 16:00:00,1.08529,1.08615,1.08508,Negative,-0.0005392,-0.0013701,-0.0005742,-0.0007078,343,2024.08.08 10:00:00,1.09323,1.09298,1.08722,Positive,0.0002587,0.0003392,0.0001208,0.0001643,343,2024.08.12 19:20:00,1.09277,1.09265,1.09206,Positive,0.0000195,0.0001974,0.0001255,0.0001707,343,2024.08.13 18:16:00,1.09550,1.09549,1.09342,Negative,-0.0000325,0.0001191,0.0002008,0.0002937,0,99,24,0,0,0,0,0,0,0,0,0
344,2024.07.24 15:00:00,1.08528,1.08619,1.08508,Negative,-0.0007037,-0.0014037,-0.0005734,-0.0007053,344,2024.08.08 09:45:00,1.09319,1.09294,1.08721,Positive,0.0002666,0.0003314,0.0001153,0.0001570,344,2024.08.12 19:15:00,1.09278,1.09266,1.09206,Positive,0.0000439,0.0002055,0.0001271,0.0001727,344,2024.08.13 18:15:00,1.09552,1.09550,1.09342,Positive,-0.0000242,0.0001258,0.0002045,0.0002986,0,99,49,0,0,0,0,0,0,0,0,0
345,2024.07.24 14:00:00,1.08533,1.08626,1.08508,Negative,-0.0007822,-0.0014054,-0.0005622,-0.0006892,345,2024.08.08 09:30:00,1.09312,1.09290,1.08720,Positive,0.0002167,0.0003075,0.0001047,0.0001432,345,2024.08.12 19:10:00,1.09279,1.09266,1.09206,Positive,0.0000763,0.0002145,0.0001289,0.0001750,345,2024.08.13 18:14:00,1.09553,1.09551,1.09341,Positive,0.0000020,0.0001370,0.0002096,0.0003053,0,99,99,0,0,0,0,0,0,0,0,0
346,2024.07.24 13:00:00,1.08541,1.08634,1.08509,Negative,-0.0008334,-0.0013954,-0.0005471,-0.0006682,346,2024.08.08 09:15:00,1.09309,1.09287,1.08719,Positive,0.0002100,0.0002976,0.0000987,0.0001353,346,2024.08.12 19:05:00,1.09279,1.09265,1.09205,Positive,0.0000952,0.0002182,0.0001290,0.0001749,346,2024.08.13 18:13:00,1.09553,1.09550,1.09341,Positive,0.0000080,0.0001415,0.0002126,0.0003092,0,99,99,0,0,0,0,0,0,0,0,0
347,2024.07.24 12:00:00,1.08552,1.08645,1.08509,Negative,-0.0008683,-0.0013780,-0.0005296,-0.0006440,347,2024.08.08 09:00:00,1.09305,1.09283,1.08717,Positive,0.0002228,0.0002932,0.0000944,0.0001297,347,2024.08.12 19:00:00,1.09280,1.09265,1.09205,Positive,0.0001190,0.0002221,0.0001291,0.0001749,347,2024.08.13 18:12:00,1.09552,1.09550,1.09340,Positive,-0.0000069,0.0001401,0.0002137,0.0003107,0,99,99,0,0,0,0,0,0,0,0,0
348,2024.07.24 11:00:00,1.08567,1.08659,1.08509,Negative,-0.0008422,-0.0013419,-0.0005063,-0.0006122,348,2024.08.08 08:45:00,1.09299,1.09279,1.08716,Positive,0.0001799,0.0002730,0.0000852,0.0001177,348,2024.08.12 18:55:00,1.09281,1.09265,1.09205,Positive,0.0001527,0.0002274,0.0001295,0.0001754,348,2024.08.13 18:11:00,1.09552,1.09550,1.09340,Positive,-0.0000095,0.0001429,0.0002161,0.0003139,0,99,99,0,0,0,0,0,0,0,0,0
349,2024.07.24 10:00:00,1.08583,1.08670,1.08509,Negative,-0.0007376,-0.0012855,-0.0004768,-0.0005726,349,2024.08.08 08:30:00,1.09297,1.09277,1.08715,Positive,0.0001663,0.0002627,0.0000792,0.0001100,349,2024.08.12 18:50:00,1.09281,1.09264,1.09205,Positive,0.0001925,0.0002326,0.0001298,0.0001757,349,2024.08.13 18:10:00,1.09553,1.09550,1.09340,Positive,-0.0000036,0.0001481,0.0002192,0.0003181,0,99,99,0,0,0,0,0,0,0,0,0
350,2024.07.24 09:00:00,1.08593,1.08678,1.08509,Negative,-0.0007369,-0.0012619,-0.0004579,-0.0005466,350,2024.08.08 08:15:00,1.09296,1.09276,1.08714,Positive,0.0001832,0.0002612,0.0000761,0.0001058,350,2024.08.12 18:45:00,1.09280,1.09263,1.09205,Positive,0.0002181,0.0002319,0.0001283,0.0001735,350,2024.08.13 18:09:00,1.09553,1.09550,1.09339,Positive,0.0000031,0.0001533,0.0002224,0.0003223,0,99,99,0,0,0,0,0,0,0,0,0
351,2024.07.24 08:00:00,1.08598,1.08686,1.08509,Negative,-0.0008209,-0.0012609,-0.0004460,-0.0005297,351,2024.08.08 08:00:00,1.09295,1.09274,1.08713,Positive,0.0002020,0.0002592,0.0000727,0.0001015,351,2024.08.12 18:40:00,1.09279,1.09262,1.09205,Positive,0.0002373,0.0002280,0.0001257,0.0001701,351,2024.08.13 18:08:00,1.09553,1.09550,1.09339,Positive,-0.0000028,0.0001548,0.0002244,0.0003249,0,99,99,0,0,0,0,0,0,0,0,0
352,2024.07.24 07:00:00,1.08608,1.08695,1.08510,Negative,-0.0008542,-0.0012414,-0.0004282,-0.0005052,352,2024.08.08 07:45:00,1.09294,1.09273,1.08712,Positive,0.0002252,0.0002574,0.0000694,0.0000971,352,2024.08.12 18:35:00,1.09278,1.09261,1.09205,Positive,0.0002728,0.0002275,0.0001242,0.0001680,352,2024.08.13 18:07:00,1.09552,1.09549,1.09338,Positive,-0.0000193,0.0001538,0.0002256,0.0003265,0,99,99,0,0,0,0,0,0,0,0,0
353,2024.07.24 06:00:00,1.08620,1.08706,1.08510,Negative,-0.0008690,-0.0012149,-0.0004082,-0.0004778,353,2024.08.08 07:30:00,1.09292,1.09271,1.08711,Positive,0.0002546,0.0002559,0.0000661,0.0000929,353,2024.08.12 18:30:00,1.09278,1.09259,1.09204,Positive,0.0003293,0.0002307,0.0001238,0.0001674,353,2024.08.13 18:06:00,1.09552,1.09549,1.09338,Positive,-0.0000259,0.0001564,0.0002280,0.0003297,0,99,99,0,0,0,0,0,0,0,0,0
354,2024.07.24 05:00:00,1.08633,1.08716,1.08510,Negative,-0.0008538,-0.0011791,-0.0003854,-0.0004468,354,2024.08.08 07:15:00,1.09289,1.09268,1.08710,Positive,0.0002630,0.0002471,0.0000605,0.0000857,354,2024.08.12 18:25:00,1.09273,1.09256,1.09204,Positive,0.0003457,0.0002202,0.0001191,0.0001612,354,2024.08.13 18:05:00,1.09552,1.09549,1.09338,Positive,-0.0000340,0.0001590,0.0002303,0.0003328,0,99,99,0,0,0,0,0,0,0,0,0
355,2024.07.24 04:00:00,1.08643,1.08726,1.08510,Negative,-0.0008759,-0.0011536,-0.0003659,-0.0004202,355,2024.08.08 07:00:00,1.09284,1.09264,1.08708,Positive,0.0002515,0.0002324,0.0000532,0.0000761,355,2024.08.12 18:20:00,1.09267,1.09251,1.09204,Positive,0.0003169,0.0001965,0.0001104,0.0001498,355,2024.08.13 18:04:00,1.09552,1.09549,1.09337,Positive,-0.0000346,0.0001640,0.0002334,0.0003369,0,99,99,0,0,0,0,0,0,0,0,0
356,2024.07.24 03:00:00,1.08655,1.08736,1.08510,Negative,-0.0008762,-0.0011207,-0.0003442,-0.0003907,356,2024.08.08 06:45:00,1.09279,1.09261,1.08707,Positive,0.0002179,0.0002121,0.0000442,0.0000645,356,2024.08.12 18:15:00,1.09262,1.09247,1.09204,Positive,0.0003050,0.0001787,0.0001038,0.0001411,356,2024.08.13 18:03:00,1.09553,1.09550,1.09337,Positive,-0.0000349,0.0001693,0.0002366,0.0003411,0,99,99,0,0,0,0,0,0,0,0,0
357,2024.07.24 02:00:00,1.08667,1.08746,1.08510,Negative,-0.0008933,-0.0010918,-0.0003239,-0.0003630,357,2024.08.08 06:30:00,1.09274,1.09258,1.08706,Positive,0.0001953,0.0001964,0.0000368,0.0000550,357,2024.08.12 18:10:00,1.09255,1.09243,1.09203,Positive,0.0002701,0.0001553,0.0000956,0.0001303,357,2024.08.13 18:02:00,1.09554,1.09551,1.09337,Positive,-0.0000236,0.0001777,0.0002408,0.0003465,0,99,99,0,0,0,0,0,0,0,0,0
358,2024.07.24 01:00:00,1.08678,1.08756,1.08510,Negative,-0.0009144,-0.0010628,-0.0003036,-0.0003354,358,2024.08.08 06:15:00,1.09271,1.09255,1.08705,Positive,0.0001880,0.0001859,0.0000311,0.0000476,358,2024.08.12 18:05:00,1.09247,1.09238,1.09203,Positive,0.0002135,0.0001276,0.0000863,0.0001181,358,2024.08.13 18:01:00,1.09555,1.09551,1.09336,Positive,-0.0000098,0.0001864,0.0002449,0.0003519,0,99,99,0,0,0,0,0,0,0,0,0
359,2024.07.24 00:00:00,1.08688,1.08765,1.08510,Negative,-0.0009555,-0.0010376,-0.0002846,-0.0003094,359,2024.08.08 06:00:00,1.09269,1.09253,1.08704,Positive,0.0001912,0.0001784,0.0000264,0.0000416,359,2024.08.12 18:00:00,1.09241,1.09234,1.09203,Positive,0.0001657,0.0001052,0.0000788,0.0001084,359,2024.08.13 18:00:00,1.09556,1.09551,1.09336,Positive,0.0000029,0.0001940,0.0002486,0.0003568,0,99,98,0,0,0,0,0,0,0,0,0
360,2024.07.23 23:00:00,1.08699,1.08775,1.08510,Negative,-0.0009880,-0.0010076,-0.0002642,-0.0002816,360,2024.08.08 05:45:00,1.09265,1.09250,1.08703,Positive,0.0001824,0.0001674,0.0000207,0.0000342,360,2024.08.12 17:55:00,1.09236,1.09231,1.09203,Positive,0.0001225,0.0000863,0.0000727,0.0001005,360,2024.08.13 17:59:00,1.09557,1.09551,1.09335,Positive,0.0000149,0.0002010,0.0002521,0.0003613,0,99,97,0,0,0,0,0,0,0,0,0
361,2024.07.23 22:00:00,1.08713,1.08786,1.08510,Negative,-0.0009916,-0.0009677,-0.0002408,-0.0002500,361,2024.08.08 05:30:00,1.09261,1.09247,1.08702,Positive,0.0001532,0.0001512,0.0000134,0.0000249,361,2024.08.12 17:50:00,1.09231,1.09228,1.09202,Positive,0.0000759,0.0000687,0.0000672,0.0000932,361,2024.08.13 17:58:00,1.09557,1.09551,1.09335,Positive,0.0000240,0.0002065,0.0002551,0.0003653,0,99,94,0,0,0,0,0,0,0,0,0
362,2024.07.23 21:00:00,1.08726,1.08797,1.08510,Negative,-0.0009971,-0.0009278,-0.0002176,-0.0002187,362,2024.08.08 05:15:00,1.09257,1.09245,1.08700,Positive,0.0001167,0.0001344,0.0000061,0.0000155,362,2024.08.12 17:45:00,1.09228,1.09227,1.09202,Positive,0.0000427,0.0000570,0.0000637,0.0000887,362,2024.08.13 17:57:00,1.09557,1.09551,1.09335,Positive,0.0000331,0.0002117,0.0002580,0.0003690,0,99,89,0,0,0,0,0,0,0,0,0
363,2024.07.23 20:00:00,1.08740,1.08808,1.08510,Negative,-0.0009987,-0.0008861,-0.0001941,-0.0001870,363,2024.08.08 05:00:00,1.09255,1.09243,1.08699,Positive,0.0001082,0.0001269,0.0000018,0.0000100,363,2024.08.12 17:40:00,1.09226,1.09226,1.09202,Positive,0.0000150,0.0000486,0.0000613,0.0000855,363,2024.08.13 17:56:00,1.09557,1.09551,1.09334,Positive,0.0000392,0.0002156,0.0002605,0.0003722,0,99,78,1,0,0,0,0,0,0,0,0
364,2024.07.23 19:00:00,1.08754,1.08819,1.08510,Negative,-0.0009884,-0.0008407,-0.0001697,-0.0001541,364,2024.08.08 04:45:00,1.09253,1.09241,1.08698,Positive,0.0000937,0.0001182,-0.0000029,0.0000040,364,2024.08.12 17:35:00,1.09223,1.09224,1.09202,Negative,-0.0000154,0.0000407,0.0000592,0.0000828,364,2024.08.13 17:55:00,1.09558,1.09551,1.09334,Positive,0.0000536,0.0002216,0.0002635,0.0003761,0,99,57,3,0,0,0,0,0,0,0,0
365,2024.07.23 18:00:00,1.08771,1.08831,1.08510,Negative,-0.0009699,-0.0007933,-0.0001450,-0.0001208,365,2024.08.08 04:30:00,1.09252,1.09241,1.08697,Positive,0.0000943,0.0001141,-0.0000061,0.0000001,365,2024.08.12 17:30:00,1.09220,1.09222,1.09202,Negative,-0.0000703,0.0000279,0.0000557,0.0000781,365,2024.08.13 17:54:00,1.09558,1.09551,1.09333,Positive,0.0000691,0.0002271,0.0002664,0.0003799,0,99,14,6,0,0,0,0,0,0,0,0
366,2024.07.23 17:00:00,1.08792,1.08845,1.08510,Negative,-0.0008355,-0.0007153,-0.0001110,-0.0000756,366,2024.08.08 04:15:00,1.09252,1.09240,1.08696,Positive,0.0001221,0.0001172,-0.0000070,-0.0000010,366,2024.08.12 17:25:00,1.09219,1.09222,1.09202,Negative,-0.0001129,0.0000212,0.0000541,0.0000761,366,2024.08.13 17:53:00,1.09559,1.09551,1.09333,Positive,0.0000990,0.0002358,0.0002702,0.0003848,0,99,1,12,0,0,0,0,0,0,0,0
367,2024.07.23 16:00:00,1.08813,1.08859,1.08510,Negative,-0.0006966,-0.0006425,-0.0000793,-0.0000333,367,2024.08.08 04:00:00,1.09252,1.09240,1.08695,Positive,0.0001548,0.0001202,-0.0000081,-0.0000022,367,2024.08.12 17:20:00,1.09221,1.09224,1.09202,Negative,-0.0001209,0.0000260,0.0000562,0.0000788,367,2024.08.13 17:52:00,1.09559,1.09551,1.09333,Positive,0.0001257,0.0002421,0.0002733,0.0003888,0,99,3,24,0,0,0,0,0,0,0,0
368,2024.07.23 15:00:00,1.08830,1.08871,1.08510,Negative,-0.0005785,-0.0005820,-0.0000520,0.0000032,368,2024.08.08 03:45:00,1.09251,1.09238,1.08694,Positive,0.0001698,0.0001166,-0.0000112,-0.0000061,368,2024.08.12 17:15:00,1.09226,1.09226,1.09202,Negative,-0.0000682,0.0000476,0.0000635,0.0000883,368,2024.08.13 17:51:00,1.09560,1.09551,1.09332,Positive,0.0001507,0.0002467,0.0002757,0.0003919,0,99,6,49,0,0,0,0,0,0,0,0
369,2024.07.23 14:00:00,1.08847,1.08881,1.08509,Negative,-0.0004315,-0.0005195,-0.0000245,0.0000398,369,2024.08.08 03:30:00,1.09249,1.09236,1.08693,Positive,0.0001784,0.0001105,-0.0000151,-0.0000111,369,2024.08.12 17:10:00,1.09229,1.09228,1.09202,Negative,-0.0000325,0.0000621,0.0000684,0.0000945,369,2024.08.13 17:50:00,1.09559,1.09549,1.09332,Positive,0.0001744,0.0002497,0.0002776,0.0003944,0,99,12,99,0,0,0,0,0,0,0,0
370,2024.07.23 13:00:00,1.08863,1.08892,1.08509,Negative,-0.0002814,-0.0004634,0.0000005,0.0000733,370,2024.08.08 03:15:00,1.09246,1.09234,1.08692,Positive,0.0001858,0.0001035,-0.0000193,-0.0000163,370,2024.08.12 17:05:00,1.09233,1.09230,1.09202,Positive,0.0000105,0.0000767,0.0000732,0.0001007,370,2024.08.13 17:49:00,1.09556,1.09547,1.09331,Positive,0.0001777,0.0002460,0.0002775,0.0003942,0,99,24,98,0,0,0,0,0,0,0,0
371,2024.07.23 12:00:00,1.08875,1.08899,1.08509,Negative,-0.0001447,-0.0004184,0.0000216,0.0001016,371,2024.08.08 03:00:00,1.09244,1.09231,1.08691,Positive,0.0001894,0.0000949,-0.0000239,-0.0000221,371,2024.08.12 17:00:00,1.09236,1.09232,1.09202,Positive,0.0000682,0.0000932,0.0000784,0.0001074,371,2024.08.13 17:48:00,1.09553,1.09545,1.09331,Positive,0.0001650,0.0002380,0.0002760,0.0003922,0,99,49,96,0,0,0,0,0,0,0,0
372,2024.07.23 11:00:00,1.08883,1.08905,1.08508,Negative,-0.0000761,-0.0003985,0.0000346,0.0001194,372,2024.08.08 02:45:00,1.09241,1.09230,1.08690,Positive,0.0001852,0.0000840,-0.0000292,-0.0000288,372,2024.08.12 16:55:00,1.09237,1.09232,1.09202,Positive,0.0001063,0.0001015,0.0000809,0.0001106,372,2024.08.13 17:47:00,1.09549,1.09543,1.09330,Positive,0.0001423,0.0002278,0.0002740,0.0003896,0,99,99,93,0,0,0,0,0,0,0,0
373,2024.07.23 10:00:00,1.08889,1.08909,1.08508,Negative,0.0000299,-0.0003720,0.0000495,0.0001398,373,2024.08.08 02:30:00,1.09238,1.09227,1.08689,Positive,0.0001965,0.0000773,-0.0000332,-0.0000337,373,2024.08.12 16:50:00,1.09237,1.09232,1.09202,Positive,0.0001187,0.0001010,0.0000805,0.0001101,373,2024.08.13 17:46:00,1.09545,1.09540,1.09330,Positive,0.0001143,0.0002175,0.0002721,0.0003871,0,99,99,87,0,0,0,0,0,0,0,0
374,2024.07.23 09:00:00,1.08892,1.08911,1.08507,Negative,0.0000761,-0.0003669,0.0000577,0.0001513,374,2024.08.08 02:15:00,1.09233,1.09224,1.08688,Positive,0.0001479,0.0000539,-0.0000422,-0.0000453,374,2024.08.12 16:45:00,1.09236,1.09230,1.09202,Positive,0.0001369,0.0001014,0.0000805,0.0001100,374,2024.08.13 17:45:00,1.09541,1.09538,1.09329,Positive,0.0000719,0.0002048,0.0002695,0.0003837,0,99,98,75,0,0,0,0,0,0,0,0
375,2024.07.23 08:00:00,1.08892,1.08912,1.08506,Negative,0.0000821,-0.0003750,0.0000619,0.0001576,375,2024.08.08 02:00:00,1.09228,1.09221,1.08687,Positive,0.0001103,0.0000357,-0.0000495,-0.0000544,375,2024.08.12 16:40:00,1.09232,1.09227,1.09202,Positive,0.0001164,0.0000904,0.0000769,0.0001053,375,2024.08.13 17:44:00,1.09538,1.09536,1.09329,Positive,0.0000390,0.0001968,0.0002686,0.0003825,0,98,96,50,0,0,0,0,0,0,0,0
376,2024.07.23 07:00:00,1.08890,1.08911,1.08506,Negative,0.0000794,-0.0003858,0.0000654,0.0001631,376,2024.08.08 01:45:00,1.09224,1.09218,1.08685,Positive,0.0000688,0.0000183,-0.0000563,-0.0000631,376,2024.08.12 16:35:00,1.09228,1.09225,1.09202,Positive,0.0000733,0.0000744,0.0000719,0.0000987,376,2024.08.13 17:43:00,1.09535,1.09534,1.09328,Positive,0.0000017,0.0001894,0.0002679,0.0003817,0,97,93,0,0,0,0,0,0,0,0,0
377,2024.07.23 06:00:00,1.08886,1.08910,1.08505,Negative,0.0000392,-0.0004064,0.0000661,0.0001650,377,2024.08.08 01:30:00,1.09222,1.09217,1.08684,Positive,0.0000463,0.0000080,-0.0000608,-0.0000686,377,2024.08.12 16:30:00,1.09225,1.09223,1.09201,Positive,0.0000478,0.0000653,0.0000692,0.0000951,377,2024.08.13 17:42:00,1.09533,1.09533,1.09328,Positive,-0.0000247,0.0001870,0.0002690,0.0003829,0,94,87,0,0,0,0,0,0,0,0,0
378,2024.07.23 05:00:00,1.08884,1.08910,1.08504,Negative,0.0000117,-0.0004216,0.0000688,0.0001694,378,2024.08.08 01:15:00,1.09220,1.09215,1.08683,Positive,0.0000232,-0.0000013,-0.0000649,-0.0000737,378,2024.08.12 16:25:00,1.09222,1.09222,1.09201,Positive,0.0000135,0.0000551,0.0000663,0.0000913,378,2024.08.13 17:41:00,1.09531,1.09532,1.09328,Negative,-0.0000630,0.0001827,0.0002695,0.0003836,0,88,75,0,0,0,0,0,0,0,0,0
379,2024.07.23 04:00:00,1.08884,1.08910,1.08503,Negative,0.0000090,-0.0004287,0.0000744,0.0001776,379,2024.08.08 01:00:00,1.09218,1.09215,1.08682,Positive,0.0000004,-0.0000095,-0.0000686,-0.0000782,379,2024.08.12 16:20:00,1.09219,1.09220,1.09201,Negative,-0.0000203,0.0000469,0.0000640,0.0000883,379,2024.08.13 17:40:00,1.09531,1.09532,1.09327,Negative,-0.0000876,0.0001843,0.0002718,0.0003866,0,77,50,0,0,0,0,0,0,0,0,0
380,2024.07.23 03:00:00,1.08883,1.08911,1.08503,Negative,-0.0000048,-0.0004384,0.0000793,0.0001849,380,2024.08.08 00:45:00,1.09217,1.09214,1.08681,Positive,-0.0000043,-0.0000117,-0.0000703,-0.0000802,380,2024.08.12 16:15:00,1.09217,1.09219,1.09201,Negative,-0.0000693,0.0000363,0.0000612,0.0000845,380,2024.08.13 17:39:00,1.09531,1.09532,1.09327,Negative,-0.0001066,0.0001888,0.0002751,0.0003909,0,55,0,0,0,0,0,0,0,0,0,0
381,2024.07.23 02:00:00,1.08882,1.08911,1.08502,Negative,-0.0000141,-0.0004462,0.0000850,0.0001933,381,2024.08.08 00:30:00,1.09217,1.09213,1.08680,Positive,-0.0000153,-0.0000154,-0.0000726,-0.0000828,381,2024.08.12 16:10:00,1.09217,1.09219,1.09201,Negative,-0.0000839,0.0000375,0.0000621,0.0000857,381,2024.08.13 17:38:00,1.09531,1.09533,1.09327,Negative,-0.0001180,0.0001963,0.0002794,0.0003964,0,11,0,0,0,0,0,0,0,0,0,0
382,2024.07.23 01:00:00,1.08880,1.08911,1.08501,Negative,-0.0000462,-0.0004596,0.0000893,0.0001997,382,2024.08.08 00:15:00,1.09216,1.09213,1.08679,Positive,-0.0000271,-0.0000189,-0.0000747,-0.0000852,382,2024.08.12 16:05:00,1.09217,1.09220,1.09201,Negative,-0.0001045,0.0000380,0.0000627,0.0000865,382,2024.08.13 17:37:00,1.09533,1.09534,1.09326,Negative,-0.0001207,0.0002070,0.0002845,0.0004031,0,2,0,0,0,0,0,0,0,0,0,0
383,2024.07.23 00:00:00,1.08879,1.08912,1.08501,Negative,-0.0000702,-0.0004690,0.0000951,0.0002082,383,2024.08.08 00:00:00,1.09217,1.09213,1.08678,Positive,-0.0000152,-0.0000154,-0.0000746,-0.0000848,383,2024.08.12 16:00:00,1.09217,1.09220,1.09201,Negative,-0.0001180,0.0000414,0.0000643,0.0000885,383,2024.08.13 17:36:00,1.09535,1.09535,1.09326,Negative,-0.0001102,0.0002216,0.0002908,0.0004112,0,5,0,0,0,0,0,0,0,0,0,0
384,2024.07.22 23:00:00,1.08878,1.08914,1.08500,Negative,-0.0001089,-0.0004810,0.0001003,0.0002159,384,2024.08.07 23:45:00,1.09218,1.09214,1.08678,Positive,-0.0000040,-0.0000128,-0.0000749,-0.0000849,384,2024.08.12 15:55:00,1.09218,1.09221,1.09201,Negative,-0.0001263,0.0000470,0.0000665,0.0000913,384,2024.08.13 17:35:00,1.09538,1.09536,1.09326,Negative,-0.0000971,0.0002364,0.0002971,0.0004192,0,11,0,0,0,0,0,0,0,0,0,0
385,2024.07.22 22:00:00,1.08879,1.08915,1.08499,Negative,-0.0001252,-0.0004849,0.0001083,0.0002272,385,2024.08.07 23:30:00,1.09218,1.09214,1.08677,Positive,-0.0000119,-0.0000160,-0.0000771,-0.0000873,385,2024.08.12 15:50:00,1.09221,1.09222,1.09201,Negative,-0.0001250,0.0000557,0.0000696,0.0000953,385,2024.08.13 17:34:00,1.09540,1.09537,1.09325,Negative,-0.0000832,0.0002510,0.0003031,0.0004270,0,23,0,0,0,0,0,0,0,0,0,0
386,2024.07.22 21:00:00,1.08878,1.08916,1.08498,Negative,-0.0001697,-0.0004953,0.0001145,0.0002362,386,2024.08.07 23:15:00,1.09220,1.09215,1.08676,Positive,0.0000086,-0.0000111,-0.0000767,-0.0000865,386,2024.08.12 15:45:00,1.09223,1.09224,1.09201,Negative,-0.0001113,0.0000677,0.0000737,0.0001006,386,2024.08.13 17:33:00,1.09542,1.09538,1.09325,Positive,-0.0000733,0.0002639,0.0003086,0.0004340,0,46,0,0,0,0,0,0,0,0,0,0
387,2024.07.22 20:00:00,1.08876,1.08917,1.08498,Negative,-0.0002290,-0.0005073,0.0001205,0.0002449,387,2024.08.07 23:00:00,1.09220,1.09215,1.08675,Positive,0.0000235,-0.0000089,-0.0000772,-0.0000868,387,2024.08.12 15:40:00,1.09226,1.09226,1.09201,Negative,-0.0000973,0.0000792,0.0000776,0.0001055,387,2024.08.13 17:32:00,1.09543,1.09539,1.09324,Positive,-0.0000607,0.0002772,0.0003140,0.0004410,0,93,1,0,0,0,0,0,0,0,0,0
